,X1,X2,corr,highest_corr,highest_k
989,24,25,,,['k =0']
990,24,26,,,['k =0']
991,24,27,,,['k =0']
992,24,28,,,['k =0']
993,24,29,,,['k =0']
994,24,30,,,['k =0']
995,24,31,,,['k =0']
996,24,32,,,['k =0']
997,24,33,,,['k =0']
998,24,34,,,['k =0']
999,24,35,,,['k =0']
1000,24,36,,,['k =0']
1001,24,37,,,['k =0']
1002,24,38,,,['k =0']
1003,24,39,,,['k =0']
1004,24,40,,,['k =0']
1005,24,41,,,['k =0']
1006,24,42,,,['k =0']
1007,24,43,,,['k =0']
1008,24,44,,,['k =0']
1009,24,45,,,['k =0']
1010,24,46,,,['k =0']
1011,24,47,,,['k =0']
1012,24,48,,,['k =0']
1013,24,49,,,['k =0']
1014,24,50,,,['k =0']
1015,24,51,,,['k =0']
1016,24,52,,,['k =0']
1017,24,53,,,['k =0']
1018,24,54,,,['k =0']
1019,24,55,,,['k =0']
1020,25,26,,,['k =0']
1021,25,27,,,['k =0']
1022,25,28,,,['k =0']
1023,25,29,,,['k =0']
1024,25,30,,,['k =0']
1025,25,31,,,['k =0']
1026,25,32,,,['k =0']
1027,25,33,,,['k =0']
1028,25,34,,,['k =0']
1029,25,35,,,['k =0']
1030,25,36,,,['k =0']
1031,25,37,,,['k =0']
1032,25,38,,,['k =0']
1033,25,39,,,['k =0']
1034,25,40,,,['k =0']
1035,25,41,,,['k =0']
1036,25,42,,,['k =0']
1037,25,43,,,['k =0']
1038,25,44,,,['k =0']
1039,25,45,,,['k =0']
1040,25,46,,,['k =0']
1041,25,47,,,['k =0']
1042,25,48,,,['k =0']
1043,25,49,,,['k =0']
1044,25,50,,,['k =0']
1045,25,51,,,['k =0']
1046,25,52,,,['k =0']
1047,25,53,,,['k =0']
1048,25,54,,,['k =0']
1049,25,55,,,['k =0']
1050,26,27,,,['k =0']
1051,26,28,,,['k =0']
1052,26,29,,,['k =0']
1053,26,30,,,['k =0']
1054,26,31,,,['k =0']
1055,26,32,,,['k =0']
1056,26,33,,,['k =0']
1057,26,34,,,['k =0']
1058,26,35,,,['k =0']
1059,26,36,,,['k =0']
1060,26,37,,,['k =0']
1061,26,38,,,['k =0']
1062,26,39,,,['k =0']
1063,26,40,,,['k =0']
1064,26,41,,,['k =0']
1065,26,42,,,['k =0']
1066,26,43,,,['k =0']
1067,26,44,,,['k =0']
1068,26,45,,,['k =0']
1069,26,46,,,['k =0']
1070,26,47,,,['k =0']
1071,26,48,,,['k =0']
1072,26,49,,,['k =0']
1073,26,50,,,['k =0']
1074,26,51,,,['k =0']
1075,26,52,,,['k =0']
1076,26,53,,,['k =0']
1077,26,54,,,['k =0']
1078,26,55,,,['k =0']
1079,27,28,,,['k =0']
1080,27,29,,,['k =0']
1081,27,30,,,['k =0']
1082,27,31,,,['k =0']
1083,27,32,,,['k =0']
1084,27,33,,,['k =0']
1085,27,34,,,['k =0']
1086,27,35,,,['k =0']
1087,27,36,,,['k =0']
1088,27,37,,,['k =0']
1089,27,38,,,['k =0']
1090,27,39,,,['k =0']
1091,27,40,,,['k =0']
1092,27,41,,,['k =0']
1093,27,42,,,['k =0']
1094,27,43,,,['k =0']
1095,27,44,,,['k =0']
1096,27,45,,,['k =0']
1097,27,46,,,['k =0']
1098,27,47,,,['k =0']
1099,27,48,,,['k =0']
1100,27,49,,,['k =0']
1101,27,50,,,['k =0']
1102,27,51,,,['k =0']
1103,27,52,,,['k =0']
1104,27,53,,,['k =0']
1105,27,54,,,['k =0']
1106,27,55,,,['k =0']
1107,28,29,,,['k =0']
1108,28,30,,,['k =0']
1109,28,31,,,['k =0']
1110,28,32,,,['k =0']
1111,28,33,,,['k =0']
1112,28,34,,,['k =0']
1113,28,35,,,['k =0']
1114,28,36,,,['k =0']
1115,28,37,,,['k =0']
1116,28,38,,,['k =0']
1117,28,39,,,['k =0']
1118,28,40,,,['k =0']
1119,28,41,,,['k =0']
1120,28,42,,,['k =0']
1121,28,43,,,['k =0']
1122,28,44,,,['k =0']
1123,28,45,,,['k =0']
1124,28,46,,,['k =0']
1125,28,47,,,['k =0']
1126,28,48,,,['k =0']
1127,28,49,,,['k =0']
1128,28,50,,,['k =0']
1129,28,51,,,['k =0']
1130,28,52,,,['k =0']
1131,28,53,,,['k =0']
1132,28,54,,,['k =0']
1133,28,55,,,['k =0']
1134,29,30,,,['k =0']
1135,29,31,,,['k =0']
1136,29,32,,,['k =0']
1137,29,33,,,['k =0']
1138,29,34,,,['k =0']
1139,29,35,,,['k =0']
1140,29,36,,,['k =0']
1141,29,37,,,['k =0']
1142,29,38,,,['k =0']
1143,29,39,,,['k =0']
1144,29,40,,,['k =0']
1145,29,41,,,['k =0']
1146,29,42,,,['k =0']
1147,29,43,,,['k =0']
1148,29,44,,,['k =0']
1149,29,45,,,['k =0']
1150,29,46,,,['k =0']
1151,29,47,,,['k =0']
1152,29,48,,,['k =0']
1153,29,49,,,['k =0']
1154,29,50,,,['k =0']
1155,29,51,,,['k =0']
1156,29,52,,,['k =0']
1157,29,53,,,['k =0']
1158,29,54,,,['k =0']
1159,29,55,,,['k =0']
1160,30,31,,,['k =0']
1161,30,32,,,['k =0']
1162,30,33,,,['k =0']
1163,30,34,,,['k =0']
1164,30,35,,,['k =0']
1165,30,36,,,['k =0']
1166,30,37,,,['k =0']
1167,30,38,,,['k =0']
1168,30,39,,,['k =0']
1169,30,40,,,['k =0']
1170,30,41,,,['k =0']
1171,30,42,,,['k =0']
1172,30,43,,,['k =0']
1173,30,44,,,['k =0']
1174,30,45,,,['k =0']
1175,30,46,,,['k =0']
1176,30,47,,,['k =0']
1177,30,48,,,['k =0']
1178,30,49,,,['k =0']
1179,30,50,,,['k =0']
1180,30,51,,,['k =0']
1181,30,52,,,['k =0']
1182,30,53,,,['k =0']
1183,30,54,,,['k =0']
1184,30,55,,,['k =0']
1185,31,32,,,['k =0']
1186,31,33,,,['k =0']
1187,31,34,,,['k =0']
1188,31,35,,,['k =0']
1189,31,36,,,['k =0']
1190,31,37,,,['k =0']
1191,31,38,,,['k =0']
1192,31,39,,,['k =0']
1193,31,40,,,['k =0']
1194,31,41,,,['k =0']
1195,31,42,,,['k =0']
1196,31,43,,,['k =0']
1197,31,44,,,['k =0']
1198,31,45,,,['k =0']
1199,31,46,,,['k =0']
1200,31,47,,,['k =0']
1201,31,48,,,['k =0']
1202,31,49,,,['k =0']
1203,31,50,,,['k =0']
1204,31,51,,,['k =0']
1205,31,52,,,['k =0']
1206,31,53,,,['k =0']
1207,31,54,,,['k =0']
1208,31,55,,,['k =0']
1209,32,33,,,['k =0']
1210,32,34,,,['k =0']
1211,32,35,,,['k =0']
1212,32,36,,,['k =0']
1213,32,37,,,['k =0']
1214,32,38,,,['k =0']
1215,32,39,,,['k =0']
1216,32,40,,,['k =0']
1217,32,41,,,['k =0']
1218,32,42,,,['k =0']
1219,32,43,,,['k =0']
1220,32,44,,,['k =0']
1221,32,45,,,['k =0']
1222,32,46,,,['k =0']
1223,32,47,,,['k =0']
1224,32,48,,,['k =0']
1225,32,49,,,['k =0']
1226,32,50,,,['k =0']
1227,32,51,,,['k =0']
1228,32,52,,,['k =0']
1229,32,53,,,['k =0']
1230,32,54,,,['k =0']
1231,32,55,,,['k =0']
1232,33,34,,,['k =0']
1233,33,35,,,['k =0']
1234,33,36,,,['k =0']
1235,33,37,,,['k =0']
1236,33,38,,,['k =0']
1237,33,39,,,['k =0']
1238,33,40,,,['k =0']
1239,33,41,,,['k =0']
1240,33,42,,,['k =0']
1241,33,43,,,['k =0']
1242,33,44,,,['k =0']
1243,33,45,,,['k =0']
1244,33,46,,,['k =0']
1245,33,47,,,['k =0']
1246,33,48,,,['k =0']
1247,33,49,,,['k =0']
1248,33,50,,,['k =0']
1249,33,51,,,['k =0']
1250,33,52,,,['k =0']
1251,33,53,,,['k =0']
1252,33,54,,,['k =0']
1253,33,55,,,['k =0']
1254,34,35,,,['k =0']
1255,34,36,,,['k =0']
1256,34,37,,,['k =0']
1257,34,38,,,['k =0']
1258,34,39,,,['k =0']
1259,34,40,,,['k =0']
1260,34,41,,,['k =0']
1261,34,42,,,['k =0']
1262,34,43,,,['k =0']
1263,34,44,,,['k =0']
1264,34,45,,,['k =0']
1265,34,46,,,['k =0']
1266,34,47,,,['k =0']
1267,34,48,,,['k =0']
1268,34,49,,,['k =0']
1269,34,50,,,['k =0']
1270,34,51,,,['k =0']
1271,34,52,,,['k =0']
1272,34,53,,,['k =0']
1273,34,54,,,['k =0']
1274,34,55,,,['k =0']
1275,35,36,,,['k =0']
1276,35,37,,,['k =0']
1277,35,38,,,['k =0']
1278,35,39,,,['k =0']
1279,35,40,,,['k =0']
1280,35,41,,,['k =0']
1281,35,42,,,['k =0']
1282,35,43,,,['k =0']
1283,35,44,,,['k =0']
1284,35,45,,,['k =0']
1285,35,46,,,['k =0']
1286,35,47,,,['k =0']
1287,35,48,,,['k =0']
1288,35,49,,,['k =0']
1289,35,50,,,['k =0']
1290,35,51,,,['k =0']
1291,35,52,,,['k =0']
1292,35,53,,,['k =0']
1293,35,54,,,['k =0']
1294,35,55,,,['k =0']
1295,36,37,,,['k =0']
1296,36,38,,,['k =0']
1297,36,39,,,['k =0']
1298,36,40,,,['k =0']
1299,36,41,,,['k =0']
1300,36,42,,,['k =0']
1301,36,43,,,['k =0']
1302,36,44,,,['k =0']
1303,36,45,,,['k =0']
1304,36,46,,,['k =0']
1305,36,47,,,['k =0']
1306,36,48,,,['k =0']
1307,36,49,,,['k =0']
1308,36,50,,,['k =0']
1309,36,51,,,['k =0']
1310,36,52,,,['k =0']
1311,36,53,,,['k =0']
1312,36,54,,,['k =0']
1313,36,55,,,['k =0']
1314,37,38,,,['k =0']
1315,37,39,,,['k =0']
1316,37,40,,,['k =0']
1317,37,41,,,['k =0']
1318,37,42,,,['k =0']
1319,37,43,,,['k =0']
1320,37,44,,,['k =0']
1321,37,45,,,['k =0']
1322,37,46,,,['k =0']
1323,37,47,,,['k =0']
1324,37,48,,,['k =0']
1325,37,49,,,['k =0']
1326,37,50,,,['k =0']
1327,37,51,,,['k =0']
1328,37,52,,,['k =0']
1329,37,53,,,['k =0']
1330,37,54,,,['k =0']
1331,37,55,,,['k =0']
1332,38,39,,,['k =0']
1333,38,40,,,['k =0']
1334,38,41,,,['k =0']
1335,38,42,,,['k =0']
1336,38,43,,,['k =0']
1337,38,44,,,['k =0']
1338,38,45,,,['k =0']
1339,38,46,,,['k =0']
1340,38,47,,,['k =0']
1341,38,48,,,['k =0']
1342,38,49,,,['k =0']
1343,38,50,,,['k =0']
1344,38,51,,,['k =0']
1345,38,52,,,['k =0']
1346,38,53,,,['k =0']
1347,38,54,,,['k =0']
1348,38,55,,,['k =0']
1349,39,40,,,['k =0']
1350,39,41,,,['k =0']
1351,39,42,,,['k =0']
1352,39,43,,,['k =0']
1353,39,44,,,['k =0']
1354,39,45,,,['k =0']
1355,39,46,,,['k =0']
1356,39,47,,,['k =0']
1357,39,48,,,['k =0']
1358,39,49,,,['k =0']
1359,39,50,,,['k =0']
1360,39,51,,,['k =0']
1361,39,52,,,['k =0']
1362,39,53,,,['k =0']
1363,39,54,,,['k =0']
1364,39,55,,,['k =0']
1365,40,41,,,['k =0']
1366,40,42,,,['k =0']
1367,40,43,,,['k =0']
1368,40,44,,,['k =0']
1369,40,45,,,['k =0']
1370,40,46,,,['k =0']
1371,40,47,,,['k =0']
1372,40,48,,,['k =0']
1373,40,49,,,['k =0']
1374,40,50,,,['k =0']
1375,40,51,,,['k =0']
1376,40,52,,,['k =0']
1377,40,53,,,['k =0']
1378,40,54,,,['k =0']
1379,40,55,,,['k =0']
1380,41,42,,,['k =0']
1381,41,43,,,['k =0']
1382,41,44,,,['k =0']
1383,41,45,,,['k =0']
1384,41,46,,,['k =0']
1385,41,47,,,['k =0']
1386,41,48,,,['k =0']
1387,41,49,,,['k =0']
1388,41,50,,,['k =0']
1389,41,51,,,['k =0']
1390,41,52,,,['k =0']
1391,41,53,,,['k =0']
1392,41,54,,,['k =0']
1393,41,55,,,['k =0']
1394,42,43,,,['k =0']
1395,42,44,,,['k =0']
1396,42,45,,,['k =0']
1397,42,46,,,['k =0']
1398,42,47,,,['k =0']
1399,42,48,,,['k =0']
1400,42,49,,,['k =0']
1401,42,50,,,['k =0']
1402,42,51,,,['k =0']
1403,42,52,,,['k =0']
1404,42,53,,,['k =0']
1405,42,54,,,['k =0']
1406,42,55,,,['k =0']
1407,43,44,,,['k =0']
1408,43,45,,,['k =0']
1409,43,46,,,['k =0']
1410,43,47,,,['k =0']
1411,43,48,,,['k =0']
1412,43,49,,,['k =0']
1413,43,50,,,['k =0']
1414,43,51,,,['k =0']
1415,43,52,,,['k =0']
1416,43,53,,,['k =0']
1417,43,54,,,['k =0']
1418,43,55,,,['k =0']
1419,44,45,,,['k =0']
1420,44,46,,,['k =0']
1421,44,47,,,['k =0']
1422,44,48,,,['k =0']
1423,44,49,,,['k =0']
1424,44,50,,,['k =0']
1425,44,51,,,['k =0']
1426,44,52,,,['k =0']
1427,44,53,,,['k =0']
1428,44,54,,,['k =0']
1429,44,55,,,['k =0']
1430,45,46,,,['k =0']
1431,45,47,,,['k =0']
1432,45,48,,,['k =0']
1433,45,49,,,['k =0']
1434,45,50,,,['k =0']
1435,45,51,,,['k =0']
1436,45,52,,,['k =0']
1437,45,53,,,['k =0']
1438,45,54,,,['k =0']
1439,45,55,,,['k =0']
1440,46,47,,,['k =0']
1441,46,48,,,['k =0']
1442,46,49,,,['k =0']
1443,46,50,,,['k =0']
1444,46,51,,,['k =0']
1445,46,52,,,['k =0']
1446,46,53,,,['k =0']
1447,46,54,,,['k =0']
1448,46,55,,,['k =0']
1449,47,48,,,['k =0']
1450,47,49,,,['k =0']
1451,47,50,,,['k =0']
1452,47,51,,,['k =0']
1453,47,52,,,['k =0']
1454,47,53,,,['k =0']
1455,47,54,,,['k =0']
1456,47,55,,,['k =0']
1457,48,49,,,['k =0']
1458,48,50,,,['k =0']
1459,48,51,,,['k =0']
1460,48,52,,,['k =0']
1461,48,53,,,['k =0']
1462,48,54,,,['k =0']
1463,48,55,,,['k =0']
1464,49,50,,,['k =0']
1465,49,51,,,['k =0']
1466,49,52,,,['k =0']
1467,49,53,,,['k =0']
1468,49,54,,,['k =0']
1469,49,55,,,['k =0']
1470,50,51,,,['k =0']
1471,50,52,,,['k =0']
1472,50,53,,,['k =0']
1473,50,54,,,['k =0']
1474,50,55,,,['k =0']
1475,51,52,,,['k =0']
1476,51,53,,,['k =0']
1477,51,54,,,['k =0']
1478,51,55,,,['k =0']
1479,52,53,,,['k =0']
1480,52,54,,,['k =0']
1481,52,55,,,['k =0']
1482,53,54,,,['k =0']
1483,53,55,,,['k =0']
1484,54,55,,,['k =0']
